,age,y,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
35081,adult,1,0.00016011685678166186,0.24429821770178867,1.0,0.4,0.0264271388455079,0.9999999987060875,0.5576396465599682,0.0,0.52,0.9312556207068857
21642,adult,0,4.5334978731184155e-05,0.112936081160488,0.0,0.14,0.009622213807981672,0.9999999877835216,0.33044864620712777,0.0,0.16,0.5710601669228067
4240,adult,0,6.834985652722296e-08,0.029396410873417027,0.0,0.0,0.0012248224943415028,0.9999996723583319,0.29247654387308897,0.0,0.07,0.45380396323672
19084,adult,0,2.907864940822644e-06,0.022738686376711528,0.0,0.0,0.0016674362132454055,0.9999999340549501,0.20834292048267716,0.0,0.07,0.541327911805381
8796,adult,0,5.940007011217807e-08,0.015609261875922245,0.0,0.0,0.001003785401187404,0.9999988501078189,0.1503703203240891,0.0,0.02,0.5841947668741255
38671,adult,0,0.77553138156505,0.7909167466554797,0.0,0.44,0.27734101214862733,0.9999999999992681,0.8910295030767175,0.0,0.45,0.9641808130491984
12633,youth,0,1.1117232933716772e-07,0.01618984672946595,0.0,0.0,0.0009840561120347023,0.9999986265532018,0.15508461829190076,0.0,0.07,0.36984706968669273
35212,adult,0,1.1165533561997368e-09,0.03454887989398575,0.0,0.02,0.0021714076867947515,0.9999903146311985,0.27537529913947145,0.0,0.18,0.7559697948380028
10791,adult,0,4.8142220436420914e-08,0.03014931787110142,0.0,0.0,0.0018818700664705163,0.999998601492913,0.20410835422667714,0.0,0.04,0.5993834796351519
38815,adult,0,0.9982856814578918,0.2268712776152213,0.0,0.37,0.03043368425567305,0.9999999999818101,0.5904254073858617,0.0,0.47,0.9214999635685741
19068,adult,0,0.09313321876883175,0.028127449016121114,0.0,0.02,0.0030632383993902056,0.9999999667525122,0.21878108382105235,0.0,0.04,0.5671761225812197
13525,adult,0,3.117789389925638e-11,0.014730480371648697,0.0,0.0,0.0007992822338757162,0.9995808993543934,0.13738174502498443,0.0,0.11,0.3236010379559188
20403,adult,0,3.6357099787368964e-07,0.01708516817668919,0.0,0.0,0.0011278745753054876,0.9999995457965022,0.16615879440579787,0.0,0.06,0.44915688993499187
29685,adult,0,0.07254696515476702,0.055811181589721766,0.0,0.0,0.004864656602668302,0.9999999999958646,0.40585195867918683,0.0,0.07,0.8898954184746015
24063,adult,0,0.9999999999981561,0.02220069443284233,0.0,0.27,0.0011878369619194762,1.0,0.27099317782762256,0.0,0.22,0.7128462839156794
14539,adult,0,2.2733659098239965e-07,0.10936284426507739,0.0,0.25,0.010308810026376476,0.9999994988129982,0.35865880191970756,0.0,0.35,0.8167420310700796
3625,adult,0,5.880319728794717e-08,0.01960219489539374,0.0,0.0,0.0007274151496490674,0.9999995423159421,0.2053114208082982,0.0,0.05,0.28628297237665584
11080,adult,0,0.9904445821823441,0.11762666870430429,1.0,0.16,0.015777277004309382,0.9999999999998153,0.26306428276345367,1.0,0.25,0.4176325856781562
19116,adult,0,6.256211663867264e-06,0.025651814881765257,0.0,0.0,0.001744260346278458,0.9999999667214757,0.21439704718083122,0.0,0.04,0.6005396837122886
6169,adult,0,3.9797013911286666e-11,0.013124922217456347,0.0,0.0,0.0004285080619683065,0.9999432590243411,0.200089368858897,0.0,0.07,0.23889885580186568
8653,adult,0,8.486722603502455e-08,0.013017703489514094,0.0,0.01,0.0008132368818276257,0.9999987722703065,0.10425581150217224,0.0,0.05,0.42186954858439807
32305,adult,0,0.0003158089739656891,0.03593542054691819,0.0,0.0,0.0027452491328717426,0.9999999994534221,0.2948373484611612,0.0,0.08,0.870141562871151
25260,adult,0,1.4512485288411652e-07,0.01373856291135313,0.0,0.0,0.0008621499113046844,0.9999998883163626,0.18118124149924114,1.0,0.16,0.5436807802003601
33166,adult,0,6.834759358784237e-05,0.03245447433553584,0.0,0.0,0.0023660230632671316,0.999999998482469,0.27566671029442996,0.0,0.06,0.8692965106832847
30514,adult,0,2.7015668472128662e-05,0.0309134642328123,0.0,0.03,0.0019036586107704129,0.9999999958686345,0.2552497018257475,0.0,0.04,0.79177136119213
29761,adult,0,0.0018662988807187453,0.15193700496230092,0.0,0.01,0.012757040243081628,0.9999999998728306,0.4958311340648227,0.0,0.1,0.8833701401515959
40719,adult,0,1.0,0.16245029466750116,0.0,0.07,0.004917802878428241,1.0,0.5351539058900644,0.0,0.1,0.867321018970416
21392,adult,0,1.1133711677170068e-05,0.0370515327982208,0.0,0.0,0.0025031213546700434,0.9999999764718341,0.21846442080517484,0.0,0.06,0.4914878238188963
15544,adult,0,1.830476635489901e-07,0.05942341089914401,0.0,0.02,0.006189471006924944,0.9999979650785519,0.2684071473678778,0.0,0.1,0.6397402387670154
6629,adult,1,5.641788993022335e-07,0.126520961797015,0.0,0.17,0.008064093896220209,0.9999999877615623,0.4165965620937413,1.0,0.24,0.3843877505057546
11308,adult,0,6.109760619051917e-08,0.02987850247030075,0.0,0.0,0.001934677208253373,0.9999988100492959,0.21020445974756743,0.0,0.13,0.6323590704344005
27201,adult,0,0.14824884898676613,0.01991749358876409,0.0,0.0,0.001995272844577518,0.9999999869887689,0.21867248680035317,0.0,0.16,0.6366359464575677
30327,adult,0,0.9989407070158295,0.036840253643137914,0.0,0.02,0.003888302081724101,0.9999999999998295,0.33604018170920197,0.0,0.15,0.8427288301028523
29807,adult,0,2.9365564844272657e-05,0.05250830783061233,0.0,0.02,0.003879019007807711,0.9999999994292601,0.36237314640509594,1.0,0.07,0.8344549685171196
14068,adult,0,4.208250083313731e-06,0.03342622751696469,0.0,0.0,0.0023445415490467325,0.9999999374023256,0.21717117937623182,0.0,0.05,0.5292995159884974
19984,adult,0,1.3595769915012078e-05,0.01958658705932244,0.0,0.0,0.0011268606155234728,0.999999982687351,0.16583703616057308,0.0,0.05,0.40739957224718215
45,adult,0,2.9706767224212845e-11,0.0075157030275513565,0.0,0.01,0.00022401182261667815,0.9999062306582701,0.10369935323594459,0.0,0.05,0.10930103467344969
31019,adult,0,1.6219568025009641e-09,0.058214904073423085,0.0,0.01,0.0040836789271183685,0.9999927926364862,0.3337078557933298,0.0,0.14,0.7891507228938233
9836,adult,0,5.4549873092786756e-14,0.010909408205023506,0.0,0.0,0.0005746743918175845,0.9314563747116661,0.10921590777846188,0.0,0.05,0.33066990221587916
21609,adult,0,2.6201371203366237e-06,0.015709660054048193,0.0,0.0,0.0012212577906629293,0.9999999263354722,0.16667653127891047,0.0,0.06,0.5111438869699824
24066,adult,0,1.4108416760415062e-05,0.02255881822775191,0.0,0.07,0.0013598801977750005,0.9999999900942704,0.2647340622494093,1.0,0.19,0.598838952598097
11833,adult,0,3.9301723303813325e-08,0.012949564050345681,0.0,0.0,0.0007873982342378706,0.9999984077319717,0.14565436887421845,0.0,0.03,0.5455463753095309
3035,adult,0,3.003962629619598e-09,0.06865006596869558,0.0,0.09,0.0034597588290458513,0.9999918032605198,0.3665764423072291,0.0,0.23,0.351974074414771
27861,adult,0,1.0,0.05306766966781027,1.0,0.24,0.021736563454590813,1.0,0.31389352850978347,0.0,0.44,0.9560902431957395
27000,adult,0,9.235734715237448e-07,0.012003106010759263,0.0,0.0,0.0007602189759863978,0.9999999709907574,0.17438808520261337,0.0,0.13,0.5440555165397769
32541,adult,0,0.01395182043153758,0.06743582682748384,0.0,0.05,0.004816177666410547,0.999999999852399,0.31431836532835483,0.0,0.13,0.66753564467261
39655,adult,0,1.0,0.6089241929674818,1.0,0.97,0.3666601889278276,1.0,0.6203205961686492,1.0,0.91,0.8225505478933377
9373,adult,0,1.1923561768385522e-13,0.03302264434953765,0.0,0.0,0.0019334741274825453,0.9457758074859048,0.1727842654788134,0.0,0.09,0.3937312438286655
2626,adult,0,1.6485023303273276e-13,0.025558659597947134,0.0,0.02,0.0009512603861331157,0.9871739388238897,0.22577534856066508,1.0,0.33,0.21009364317852589
15398,youth,0,3.4267312141895655e-07,0.023128360623928847,0.0,0.0,0.0015775891925243603,0.9999997395815773,0.26387763063889447,0.0,0.18,0.5262004395737374
27492,adult,0,4.274354855867617e-06,0.03190146490239535,0.0,0.0,0.0020397320321100467,0.9999999788122695,0.28427270115464887,0.0,0.15,0.6719855171464733
14069,adult,1,1.147615005594008e-05,0.30344393459806585,0.0,0.51,0.039620628051284044,0.999999949451682,0.568870298844774,0.0,0.54,0.7730013737103385
15815,adult,0,6.3642378898424094e-12,0.017349998033845536,0.0,0.0,0.0009811088286634604,0.9989817095712269,0.16569183183687577,0.0,0.12,0.36568868615860045
35632,adult,0,0.0011300824577064024,0.0792341164303966,0.0,0.05,0.0055766768199094555,0.9999999998113065,0.33618079085408803,0.0,0.07,0.8265297627182264
12697,adult,0,2.2242869141852453e-58,0.00278914711619936,0.0,0.01,0.0001306275311784789,5.176920602020644e-15,0.03958678047667956,1.0,0.17,0.052364482505985
19459,adult,0,5.871021278955593e-07,0.027343971142366093,0.0,0.0,0.0018296864436261342,0.9999997839899619,0.20222928218886901,0.0,0.07,0.5341755188941131
37370,adult,1,0.49304118207745834,0.51487833032371,0.0,0.38,0.14365470328795113,0.9999999999978897,0.8156017053432717,1.0,0.5,0.9629926097129513
7773,adult,0,9.584508637744904e-06,0.015564376014332812,0.0,0.0,0.0010219367918156172,0.9999999964949495,0.1299737947279992,0.0,0.08,0.5245359838601367
15340,adult,0,1.2534137746574493e-08,0.013212290759924847,0.0,0.0,0.0008046247971668893,0.9999912549499829,0.1303765391322945,0.0,0.05,0.44612512686547534
4971,adult,0,5.023603890080938e-09,0.013920931577481298,0.0,0.0,0.0005269679607879461,0.9999972542577674,0.16403374450838218,0.0,0.13,0.2474103870052748
14450,adult,0,5.3353564035801074e-08,0.01266267142999777,0.0,0.0,0.00105680159721135,0.999997105570831,0.1465868314228461,0.0,0.07,0.5988334065805438
20109,adult,1,0.00012754756728848435,0.08350790214973798,0.0,0.21,0.009087250230707822,0.9999953503992266,0.3019189647469677,0.0,0.19,0.481724051016093
481,adult,0,2.834623263590451e-09,0.015676092050890864,0.0,0.0,0.0006017942895385013,0.9999933441022074,0.19942823691799927,0.0,0.07,0.29996887945272027
19615,adult,0,2.1390833141115447e-08,0.029118881008862424,0.0,0.03,0.0015661766441019554,0.9999984363432585,0.19488202121765888,0.0,0.07,0.3613929433833242
29895,adult,0,0.00226496290336026,0.033422933620282584,0.0,0.0,0.002279184461681693,0.9999999999183409,0.29427523992119553,0.0,0.05,0.7841901206636861
13678,adult,0,1.0682745216860256e-07,0.051578642059240724,0.0,0.05,0.003956501511441661,0.9999995956007376,0.20838541651680798,0.0,0.07,0.508598152113637
4805,adult,0,1.36357151681526e-10,0.021394959643724305,0.0,0.01,0.0007729195291610892,0.9999632231103053,0.17527889408711067,0.0,0.07,0.15382306883096833
20669,adult,0,8.306954172961749e-06,0.036681218929012334,0.0,0.0,0.002843287463372087,0.9999999728534984,0.2820359204554718,0.0,0.04,0.5834309585014397
11949,adult,0,3.25422910334383e-08,0.027157401995638708,0.0,0.01,0.0016218976500353784,0.9999981370826008,0.1996467602857886,0.0,0.04,0.5351983122348825
19775,adult,0,2.0881118915080272e-05,0.05200437510074428,0.0,0.0,0.003456261222606517,0.999999984830728,0.25016070341780533,0.0,0.06,0.48155258388169303
30173,adult,0,0.1681014412640112,0.11613331806277444,0.0,0.25,0.010946590970642732,0.9999999999986784,0.533726297583596,1.0,0.3,0.9459004794198619
37375,adult,0,0.17484695089547156,0.182824078454117,0.0,0.07,0.025001200363566987,0.9999999999961382,0.630613951551215,1.0,0.16,0.9340810952222739
6876,adult,0,1.5920337953100802e-12,0.007401992471394256,0.0,0.0,0.0002526186791796233,0.9992984318189918,0.13261766475712633,0.0,0.05,0.18534399466323928
38878,adult,1,0.9999996936303476,0.5012280951765052,0.0,0.57,0.09973083496000962,1.0,0.7193577552662247,0.0,0.65,0.8590197547720222
35599,adult,0,6.194536702835816e-05,0.035940835933513965,0.0,0.0,0.002481252008206351,0.9999999981348715,0.27329926598893106,0.0,0.11,0.8046293300545309
3175,adult,0,2.4668177885549535e-11,0.014773946202537037,0.0,0.02,0.0005334929184888559,0.9998960067328366,0.1944646610644295,0.0,0.06,0.26208553261368717
39083,adult,1,1.0,0.5774496649229464,1.0,0.6,0.11715070370477004,1.0,0.8281367288557105,1.0,0.55,0.969234228453758
12297,adult,0,1.7508982682633233e-12,0.04663018001992911,0.0,0.1,0.0026395037238903093,0.9960100517761773,0.20120907131063698,0.0,0.22,0.47602832735071643
32043,adult,0,1.2338670429864671e-05,0.05290120607544057,0.0,0.0,0.003663076044921791,0.9999999925359582,0.32299077618104866,0.0,0.12,0.8315470444050991
27641,adult,0,0.04562313920702429,0.006263395006067256,0.0,0.01,0.0005592170915885969,0.9999999375031641,0.10041523653204552,0.0,0.11,0.21946251106089762
14908,adult,0,6.3961749401016e-09,0.011324595960555506,0.0,0.01,0.0008345374027889074,0.9999986637289784,0.14461736570252356,0.0,0.09,0.4790677926316794
31164,adult,0,0.6616672734075079,0.06770920247391606,0.0,0.0,0.0050812010707047195,0.9999999999981561,0.3383762241251626,0.0,0.16,0.7306615339707714
18754,adult,0,1.6874762914021107e-74,0.004159745503094909,0.0,0.0,0.00024648043863694354,1.4488171274220898e-16,0.04759233353416411,0.0,0.06,0.08789879994965887
18268,adult,0,5.868547350000462e-07,0.016542836382799755,0.0,0.02,0.0013832885900188743,0.9999999954117271,0.14032840024664378,0.0,0.07,0.3931271402009263
4753,adult,0,1.0765059977520705e-08,0.027601810507477672,0.0,0.02,0.000982461338970868,0.9999978548949343,0.2174046550684572,0.0,0.05,0.23477295195954948
9454,adult,0,4.234389784051535e-08,0.016612013985712583,0.0,0.0,0.0010307140625903186,0.9999983527818688,0.15878292103745623,0.0,0.02,0.5596293736510705
39691,adult,1,0.009458109450914666,0.6153452189243803,1.0,0.63,0.06296899160207942,0.9999999999097948,0.7969677180425048,0.0,0.71,0.916158943562115
1446,adult,0,9.782638784446006e-14,0.017786387470445704,0.0,0.0,0.0005954871378996904,0.98472199826363,0.19577287316686606,0.0,0.17,0.21237903586720489
32102,adult,0,2.357324230887726e-08,0.02260259433511241,0.0,0.0,0.001067013234595335,0.9999993761912364,0.16264330643485314,0.0,0.07,0.5677118039400446
4343,adult,0,6.024459304859087e-15,0.007196256253930442,0.0,0.02,0.00017798144269025518,0.7440471183836712,0.12344688390949508,0.0,0.11,0.1646677201309358
5187,adult,0,2.2984658868902657e-08,0.01157298146946715,0.0,0.0,0.00042777231888193885,0.9999999286699318,0.16879239221871933,0.0,0.12,0.3287402630580721
9757,adult,0,4.1820419059353445e-12,0.027392342119429546,0.0,0.01,0.0012745908904842052,0.9979029591663202,0.12259836219720548,0.0,0.07,0.2594736208655243
7073,adult,0,3.744581607660805e-08,0.058266723225681674,0.0,0.01,0.0022084396086760162,0.9999993936871219,0.30099827716739663,0.0,0.09,0.34603016111766355
13843,adult,0,3.4717667613261855e-07,0.07321172536732853,0.0,0.03,0.006877040007189508,0.9999994196998877,0.3140034882860651,0.0,0.24,0.6634646559822651
23072,adult,0,1.3317964765714552e-05,0.020545539065042532,0.0,0.01,0.0014157401763891285,0.9999999830397749,0.17074506106869505,0.0,0.07,0.447991117050567
19576,adult,0,1.1791433845997261e-08,0.029006327297140443,0.0,0.0,0.0017177761790036418,0.9999976599458252,0.22773820406497094,0.0,0.12,0.4518510727412567
5652,adult,1,3.05416037263139e-11,0.08799376432948515,0.0,0.18,0.0037599056385935617,0.9997869162864709,0.3717930024708816,0.0,0.23,0.25229833167399307
15628,adult,0,3.682052391336234e-07,0.07780065653611443,1.0,0.1,0.005571755581279725,0.9999993983018738,0.28995777649118193,0.0,0.19,0.5516668988286405
11497,adult,0,0.0008909956719368146,0.06816020684712572,0.0,0.01,0.008427144533662284,0.9999975222611965,0.2467319773777726,0.0,0.05,0.663798145335772
20680,adult,0,2.418747734217952e-05,0.09590616164380762,1.0,0.05,0.008906933574799884,0.9999999835178245,0.3700344174906372,1.0,0.21,0.6365723307080627
39718,youth,1,0.7183853219762321,0.43540529093132413,1.0,0.58,0.03051836356636666,0.9999999999999822,0.8550252640351487,1.0,0.54,0.9100196829428774
24910,adult,0,1.0,0.14739853058369753,0.0,0.07,0.09586789224968571,1.0,0.24735680869725346,0.0,0.26,0.26988160351302665
40953,adult,0,1.0,0.4874979597061812,0.0,0.67,0.020125849679566165,1.0,0.7850983685366146,0.0,0.7,0.9333455231360573
33869,adult,0,7.245431615479117e-05,0.15730719615524108,0.0,0.15,0.015204625014098777,0.9999999980032221,0.3830109668120001,1.0,0.16,0.9001855092957227
20055,adult,0,5.547218511325736e-06,0.021278384038793105,0.0,0.0,0.0012914712487484396,0.999999968247988,0.1851100083493301,0.0,0.06,0.4765568983630539
2636,adult,0,2.6682207231348358e-11,0.020393931260507935,0.0,0.01,0.0006969969824273853,0.9999147456576155,0.2241035937890039,0.0,0.06,0.2789446666475302
33756,adult,0,0.0007759364124199798,0.0227592608724146,0.0,0.0,0.0015690257429528155,0.9999999984060395,0.23375799035969266,0.0,0.07,0.6637848137807691
30873,adult,0,0.003086288952100055,0.08460861752173217,0.0,0.1,0.00665580431497248,0.9999999996849098,0.37798820086582346,0.0,0.23,0.8113561835863217
14227,adult,0,1.2290852767272702e-08,0.03266876250869484,0.0,0.01,0.0019576506836665106,0.999990355000333,0.19699735171962934,0.0,0.05,0.4032991372678587
12728,adult,0,5.167129248083532e-07,0.024385404325389316,0.0,0.0,0.001766038713314533,0.999999680034852,0.19744613267613942,0.0,0.06,0.5233488354981891
35648,adult,0,0.001066302048142815,0.06174768541038215,1.0,0.06,0.0040706149418676075,0.9999999997867715,0.29805825063535346,0.0,0.11,0.7893617686885781
277,adult,0,1.890839765828538e-12,0.006836113691678589,0.0,0.0,0.00019684303595279273,0.9992660909404852,0.12335928804751059,0.0,0.08,0.1478732989569391
36769,adult,1,5.932317323718988e-05,0.16568933200531416,0.0,0.58,0.022948097672065237,0.9999999961933987,0.6173917384594959,1.0,0.48,0.9087757659772285
15949,adult,0,6.907381721116045e-53,0.0016077766619027232,0.0,0.01,5.693805335928999e-05,6.250325863618671e-14,0.015749645561427713,0.0,0.04,0.026119617882121263
2971,adult,0,8.092630896980693e-10,0.026502572751386247,0.0,0.0,0.0011102736015042927,0.9999814054624478,0.23369224414366205,0.0,0.07,0.2574242753437422
11862,adult,0,2.8525674598420914e-08,0.009336721725050975,0.0,0.0,0.0005797260624719766,0.9999976144194453,0.10860776504357332,0.0,0.04,0.47812029325411753
148,adult,0,4.401498160667208e-11,0.014355249452575042,0.0,0.0,0.0004428953491838865,0.9999397468626037,0.19355525113416427,0.0,0.08,0.18999463046433568
25076,adult,0,0.008082722080810924,0.01237108134244668,0.0,0.0,0.0007418041209391054,0.9999999997961346,0.1747152724035005,1.0,0.12,0.36853029753707883
8083,adult,0,3.6819576609215273e-11,0.14070157188084167,1.0,0.18,0.010351095411245794,0.999646020277635,0.373709455764795,0.0,0.37,0.5747345464228891
37264,adult,0,1.0,0.41031961411982565,1.0,0.47,0.34876193723656645,1.0,0.6435412589832022,1.0,0.53,0.8885026880147003
25003,adult,0,7.474213022827747e-05,0.011228008153105382,0.0,0.0,0.0005893191523508067,0.9999999853449567,0.16467012626254515,0.0,0.24,0.3175521400116491
2476,adult,0,7.665054623281288e-13,0.015059370174069268,0.0,0.01,0.0004497637680391994,0.9980908955147267,0.16172902308604503,0.0,0.05,0.18908825946970828
24597,adult,0,1.2507518456909647e-05,0.04651628430769493,0.0,0.0,0.003086716976463331,0.9999999843200414,0.3002272829694526,0.0,0.14,0.5757521431374825
13594,adult,0,5.2827352853841015e-11,0.00953549503323427,0.0,0.01,0.0005754870176735814,0.9998642785082219,0.10360739885430481,0.0,0.06,0.5308250896750726
25316,adult,0,1.9200870727186854e-05,0.026529853201411772,0.0,0.0,0.0016506427900791986,0.9999999894708651,0.21521268573132332,0.0,0.28,0.5495304881117
13718,adult,0,1.711687673126753e-06,0.036357228495400275,0.0,0.0,0.0029342792086247287,0.9999998714080871,0.2528793668327743,0.0,0.06,0.6319250934569882
26185,adult,0,0.00046592076736349435,0.011112473763396418,0.0,0.02,0.0005172616523110412,0.9999999983382821,0.10642601837745336,0.0,0.07,0.33224541390067625
21537,adult,0,2.0749015133832644e-05,0.02330243119975493,0.0,0.0,0.0014326852422131828,0.9999999861284278,0.1825772946576634,0.0,0.06,0.43841266010841184
40376,adult,0,1.0,0.559221155895002,1.0,0.6,0.4916153624903849,1.0,0.5068137516109882,0.0,0.59,0.7204115325777517
10930,adult,0,3.833071357760602e-08,0.055411769595301016,0.0,0.02,0.0044352989876035335,0.999998734406988,0.2576516914484243,0.0,0.04,0.6170703647938743
13576,adult,0,2.306216994234385e-06,0.016385895356989397,0.0,0.01,0.0012445010214841266,0.999999922409143,0.18696314605743444,0.0,0.04,0.5940133710469261
32379,adult,0,4.8725143452372016e-05,0.04767276894641276,0.0,0.0,0.003704260733348887,0.9999999978543848,0.3303334059628466,0.0,0.12,0.8796333966894628
2695,adult,0,1.0787955012597533e-08,0.04042972271222521,0.0,0.01,0.0018174742661064872,0.9999979419520851,0.24411403580885016,0.0,0.06,0.30492599903975304
36907,adult,1,0.39538747706498356,0.6170535262869996,1.0,0.46,0.20344988371466768,0.9999999999921876,0.8124983857284075,0.0,0.51,0.9263503193282937
20123,adult,0,4.152939243196587e-09,0.02270486905001318,0.0,0.01,0.0014944928734372412,0.9999592557848921,0.19303984058001467,0.0,0.11,0.4535331953417191
24680,adult,0,7.123669909773595e-06,0.02594663690469386,0.0,0.0,0.0015921780695138292,0.9999999811438267,0.2537479501764475,0.0,0.18,0.5788728354768934
39920,adult,0,0.9999999997536193,0.5974189927962439,1.0,0.48,0.1323127626729855,1.0,0.7278705678912312,0.0,0.55,0.8717438643479284
2309,adult,0,2.653430073381966e-09,0.020514108284583304,0.0,0.0,0.0008372553415062239,0.9999930171795035,0.2318895416060264,0.0,0.06,0.32634012887568126
22442,adult,0,8.780594532088956e-09,0.023471466922562096,0.0,0.01,0.0014783870564457873,0.9999879494551054,0.18983652371411008,0.0,0.1,0.42102065929944826
26815,adult,0,0.007589463348218138,0.08321926453970625,0.0,0.23,0.0070457504126002655,0.9999999996183284,0.3763633551329291,0.0,0.33,0.5137611135011653
11716,adult,1,1.3334361332426587e-07,0.2203841286392105,0.0,0.31,0.026176192322339788,0.9999997109144898,0.49503217400160204,0.0,0.37,0.7634956572942209
15566,adult,1,0.009866234810946962,0.7414584337569035,1.0,0.69,0.27144479735391847,0.9999999999978151,0.8921206973724286,1.0,0.7,0.8503212885290058
3543,adult,0,2.2588973858627402e-09,0.007820924502213321,0.0,0.0,0.000233339322576416,0.9999944464421896,0.14039565579618038,0.0,0.05,0.20007080477382835
258,adult,0,1.872208061633216e-07,0.01845465403370966,0.0,0.0,0.000683150330465977,0.9999997902102151,0.20364133098312184,0.0,0.07,0.26781330412791093
33072,adult,0,6.5849914853355665e-06,0.021825939085065856,0.0,0.03,0.0010112155892053802,0.9999997863903843,0.18296482667144454,0.0,0.09,0.556597988994982
15676,adult,0,7.256132111157892e-08,0.04790055919443216,0.0,0.02,0.0029349192265490675,0.9999974661919835,0.1786964558577524,0.0,0.1,0.3159932106948918
12693,adult,0,2.619116135389636e-14,0.007288220994147486,0.0,0.02,0.00038572679540568346,0.8994622095243077,0.07649119991216694,0.0,0.04,0.33881778681282015
36730,adult,0,0.00043646977907030825,0.1228546892863756,0.0,0.38,0.016711736272894216,0.9999999996873683,0.5779253995930704,0.0,0.47,0.9092527824319205
39641,adult,0,0.9997199661402961,0.2809674218203555,1.0,0.62,0.020796160629229204,0.99999999999973,0.6217915425331816,1.0,0.63,0.8222312564738883
14287,adult,0,2.0797699044995378e-06,0.01903871609226149,0.0,0.0,0.001163457437926977,0.9999998786662376,0.1449651029034069,0.0,0.09,0.3756900113175693
21333,adult,0,1.1687422129606967e-06,0.017133994236915393,0.0,0.0,0.0009345071873792686,0.999999966566446,0.14298571995297954,0.0,0.07,0.3111327364230506
13181,adult,0,1.4302024884747948e-06,0.02377617961939299,0.0,0.0,0.0019264845294690882,0.9999998497897848,0.21495020858601896,0.0,0.04,0.584249422195134
37774,adult,0,0.9592983140592157,0.11588187778360615,0.0,0.06,0.019991667105770758,0.9999999998526619,0.5123145547063147,0.0,0.12,0.9393549836552972
25305,adult,0,3.785078798509632e-05,0.014306821813674967,0.0,0.0,0.0008514676150315518,0.999999979858835,0.18304792989922572,1.0,0.16,0.3617955108484819
2820,adult,0,1.4382935425955063e-08,0.020873788531434557,0.0,0.01,0.0008532008302318243,0.9999990121169032,0.25102872024046746,0.0,0.05,0.38690560211253827
38877,adult,0,1.0,0.4473208309432159,0.0,0.24,0.1416633419364437,0.9999999999999964,0.5608739699734042,1.0,0.33,0.6607328449919078
31481,adult,0,0.0008512872191262591,0.0970661299485267,0.0,0.01,0.009435858427265804,0.999999999756767,0.45224472558883294,0.0,0.13,0.9045231245907815
19757,adult,0,2.73859914475396e-06,0.02055993166080971,0.0,0.01,0.0014383408011423352,0.9999999330848248,0.17958772474733853,0.0,0.04,0.5464327584337269
11945,adult,0,8.66423756242623e-08,0.1545902653195654,0.0,0.21,0.010633622391654862,0.9999986821054436,0.32177768772454335,1.0,0.33,0.5675835698685361
22425,adult,0,0.159921976435029,0.7185852307525361,0.0,0.46,0.24290120306058216,0.9999999999998899,0.914636782101224,1.0,0.42,0.9051413943131298
5512,adult,0,4.456890435307393e-10,0.02763685289806793,0.0,0.06,0.0010615291726942127,0.9999897126141569,0.21959099378843286,0.0,0.09,0.22423830916663479
33309,adult,0,0.0006058718299386968,0.04541926963288223,0.0,0.02,0.0031937546017587162,0.9999999998306208,0.2744587049589561,0.0,0.11,0.8090373219418808
16712,adult,0,7.904294973766563e-09,0.01323225987497757,0.0,0.0,0.0008271062808905646,0.9999887494280132,0.1361695277146722,0.0,0.04,0.379263007772143
21789,adult,0,7.166151547494262e-06,0.018289112416569258,0.0,0.0,0.0012441227888553737,0.9999999740170938,0.20480923303189374,0.0,0.05,0.520314385817895
19810,adult,1,3.1528689661616626e-07,0.32952621336936805,1.0,0.63,0.04196830485825908,0.9999998502060136,0.6275998919576324,1.0,0.55,0.6723361631370575
23163,adult,0,3.4432627744909348e-06,0.03398108250287122,0.0,0.0,0.002580197689842924,0.9999999502847133,0.24775494319737668,0.0,0.06,0.5474329125536165
25349,adult,0,4.704401351007231e-05,0.316297044144961,1.0,0.26,0.0389865668316823,0.9999999909538779,0.6240235329170157,0.0,0.39,0.7319120480374037
7548,adult,0,5.516067097028383e-08,0.014867341759077848,0.0,0.0,0.0005652722622619652,0.9999995559982322,0.22565795526473306,0.0,0.08,0.3418415678580641
22548,adult,0,1.8251018788629533e-06,0.011723273053853303,0.0,0.0,0.0007796603198679102,0.9999999904493038,0.13751786290730256,0.0,0.08,0.41533414646022776
6567,adult,0,1.0289896655536159e-09,0.03323422715204117,0.0,0.0,0.0014491174892645711,0.9999833853042608,0.25496448406181743,0.0,0.06,0.2706561237306514
17423,adult,0,5.315963599893574e-11,0.010440757743174107,0.0,0.0,0.0007099865065214243,0.9996060171258743,0.12324244925477662,0.0,0.1,0.4214616854816928
31823,adult,0,5.313008432958501e-09,0.027518334314767846,0.0,0.02,0.0015197532843119232,0.9999904623923129,0.2666860669932654,0.0,0.11,0.8506765602360542
20667,adult,0,6.701768257752699e-06,0.023324164472553262,0.0,0.01,0.0017548659356534924,0.9999999738855866,0.2128766076604658,0.0,0.08,0.594392034564515
16481,adult,0,9.992913155297448e-08,0.023433823972951948,0.0,0.0,0.0018042130238267442,0.999998391237015,0.19290716813437003,0.0,0.05,0.5411761315934409
