,sex,age,sex-age,credit,score_GaussianNB,score_LR,score_DecisionTree,score_RandomForest,score_MultiLayerPerceptron,score_Feldman-GaussianNB,score_Feldman-LR,score_Feldman-DecisionTree,score_Feldman-RandomForest,score_Feldman-MultiLayerPerceptron
16,male,adult,male-adult,1,0.00010227489935461855,0.03225645604638917,0.0,0.02,0.025188751715309144,3.820804844574413e-14,0.020329989652493757,0.0,0.01,0.04675512527125894
957,male,adult,male-adult,1,0.003843240094787627,0.07192215294069604,0.0,0.16,0.05344832470283729,4.912091602827042e-12,0.06582279857906645,0.0,0.16,0.158345222157898
181,male,adult,male-adult,0,0.9993139297590156,0.6510259774067952,0.0,0.4,0.03206239879519619,7.650620698987557e-07,0.6055560172134035,0.0,0.39,0.18390588633644064
767,female,adult,female-adult,1,2.8951001885516362e-05,0.019287190504372127,0.0,0.07,0.006303500267255985,1.0737885549991277e-14,0.018517345969995005,0.0,0.06,0.055661872617699296
472,male,adult,male-adult,0,0.7763660910510765,0.6605026150259282,0.0,0.59,0.10993579675974773,1.6662389637708994e-09,0.6233118322084352,0.0,0.52,0.5153544475248728
52,male,adult,male-adult,1,0.014808175197710695,0.13017447995545783,0.0,0.04,0.05474310330370323,6.557505554935467e-12,0.09180199375374407,0.0,0.05,0.2358709770222161
104,male,adult,male-adult,1,6.076818738508905e-05,0.03023767535253379,0.0,0.07,0.008304811200594243,2.1290540398341105e-14,0.023298513109388925,0.0,0.04,0.07713606429889837
243,female,adult,female-adult,1,0.007676570811714589,0.07522732806394497,0.0,0.02,0.05921521575421022,3.792048384727406e-12,0.055468682721187615,0.0,0.07,0.1313727561823815
608,male,adult,male-adult,1,0.02162825150416506,0.1544252975152929,0.0,0.14,0.06605996591942194,8.651527885328674e-12,0.09935320462363455,0.0,0.04,0.2703598557885766
524,female,adult,female-adult,1,0.00010790499899907014,0.17173809361358888,0.0,0.21,0.05903386133335503,2.8309746196929576e-14,0.16666267613195582,0.0,0.19,0.17062831935615594
638,female,adult,female-adult,1,0.05888097264461218,0.13749002346074443,0.0,0.13,0.028772280873919948,2.8111811428785316e-11,0.10585052126019885,0.0,0.05,0.2661014470127149
607,female,adult,female-adult,0,0.9998141565357365,0.5222856081780931,0.0,0.59,0.12558609441577853,4.277448394292753e-06,0.5898068076678594,1.0,0.61,0.2977134896828719
799,male,adult,male-adult,1,0.4961029696352237,0.31458736250565383,0.0,0.38,0.06369822851334167,5.332963774066424e-10,0.26063404340296387,0.0,0.31,0.39578001661075374
340,female,youth,female-youth,1,0.9984362746279177,0.3373939096214501,1.0,0.36,0.0031124135384643717,6.613568765403649e-07,0.38017499579802616,1.0,0.52,0.21308966949358166
89,male,adult,male-adult,0,0.9999999716104004,0.45687880314288803,1.0,0.62,0.1678275737297714,0.08016916244721747,0.4178026662921131,0.0,0.47,0.3820056553486587
90,male,adult,male-adult,1,0.0008697361336373077,0.04064893915305887,0.0,0.03,0.05170056560433797,3.7515351559993233e-13,0.0280417734402896,0.0,0.08,0.12220242711795969
740,male,adult,male-adult,1,0.9999262138059678,0.715948822008355,0.0,0.61,0.1853505141188607,8.80035607628176e-06,0.6831881852969255,1.0,0.51,0.435321302798958
102,female,youth,female-youth,1,0.012883110322579086,0.09634687900176647,0.0,0.11,0.068346312716249,5.7542414117770635e-12,0.07021773078354966,0.0,0.1,0.19207767688606545
269,male,adult,male-adult,1,0.0006695983405192304,0.07464345507092557,0.0,0.12,0.1455458128050536,2.6075040245595766e-13,0.045433726423381254,0.0,0.11,0.11445262541394971
593,female,youth,female-youth,0,0.7770763576690655,0.5458504173169191,1.0,0.28,0.028880766640234725,1.7782435724250157e-09,0.5759794262627026,1.0,0.38,0.15968879520221552
196,female,adult,female-adult,1,0.0008498532784194328,0.039298779227845,0.0,0.09,0.05421606351431439,3.9129219911684596e-13,0.024299047231665063,0.0,0.04,0.1463041808090017
206,male,adult,male-adult,1,0.00030554228947069997,0.021647900085748795,0.0,0.09,0.009157258162428681,3.7248276386397355e-13,0.017238811857315777,0.0,0.04,0.06814403383065039
35,male,adult,male-adult,0,0.5653747092318866,0.6009683842173381,1.0,0.5,0.09541572181026299,3.7296563348787455e-10,0.5534038489398934,0.0,0.58,0.13219699125345444
769,male,adult,male-adult,1,0.00018625797263654504,0.014605012923083681,0.0,0.05,0.01915914947909748,8.454287611152875e-14,0.0096850912174229,0.0,0.02,0.05905421997176153
54,male,adult,male-adult,0,0.9978009008459238,0.7717037454427064,1.0,0.41,0.1419490410153233,1.9301802679708315e-07,0.7660098493850702,1.0,0.54,0.3162070846145337
469,male,adult,male-adult,1,9.079850849777285e-05,0.06468958825431495,1.0,0.16,0.004288085040285596,3.188298763223036e-14,0.04718638182194217,0.0,0.09,0.04196450166217196
105,male,adult,male-adult,0,0.9999969448980778,0.3589487034782572,1.0,0.57,2.9750809231096235e-06,8.245745571337344e-06,0.3295579324203918,0.0,0.52,0.07986202557971493
298,male,adult,male-adult,1,0.007244452481969267,0.04443870148799359,0.0,0.12,0.009156976415589211,2.7798637432682777e-12,0.02902361188645105,0.0,0.08,0.08971439138222563
306,female,youth,female-youth,1,0.0031276278727395642,0.061924563829523764,0.0,0.14,0.004606365921917278,1.8625603625204633e-12,0.07867065511545067,0.0,0.09,0.0356636877947183
433,male,adult,male-adult,1,0.4231518538883789,0.08415918021514626,0.0,0.21,0.07533731785629473,5.662644610293757e-10,0.05077343617817023,0.0,0.11,0.09210087699196284
865,female,youth,female-youth,1,0.001086502043585775,0.0920185026049477,0.0,0.23,0.011356754297892681,4.181021818932076e-13,0.08706723614661663,0.0,0.23,0.10059955982498779
31,male,adult,male-adult,1,0.9984019536822534,0.7366482023408847,0.0,0.45,0.02532574280339256,3.173859531182581e-07,0.7208953862350248,1.0,0.38,0.47816918460889235
188,male,youth,male-youth,0,0.10467361955005386,0.31596970785604767,1.0,0.64,0.3324196844114425,5.212930666870205e-11,0.27687441903964416,0.0,0.32,0.4491184942351897
815,female,adult,female-adult,1,0.9923329211106757,0.8677288419630786,1.0,0.58,0.0033983469561349815,1.4940195290283893e-07,0.9061397796482216,1.0,0.5,0.10883243548451317
408,male,adult,male-adult,1,0.0001700297951461843,0.0746330123420651,0.0,0.2,0.011284185816217726,5.130201520407298e-14,0.04655703988296936,0.0,0.09,0.10014610983734844
339,male,adult,male-adult,1,0.48021471092808643,0.44524332707255615,0.0,0.38,0.06521836831886768,4.1837006818167764e-10,0.38883083949309155,0.0,0.45,0.3981327321691997
864,male,adult,male-adult,0,0.154054418551146,0.15145399496063436,0.0,0.1,0.026379188066981092,8.237695529496225e-11,0.13774917170083392,0.0,0.13,0.22008244147541806
278,female,adult,female-adult,0,0.062095797810206924,0.052449671267801805,0.0,0.09,0.000736745864989751,3.6345360349939785e-11,0.050900097205730264,0.0,0.12,0.11421380293500764
901,male,adult,male-adult,1,0.00026118192270896797,0.0254283316362851,0.0,0.1,0.006965583830484744,9.776610429098591e-14,0.013902070211073467,0.0,0.03,0.050935041744361774
694,male,adult,male-adult,1,0.004035981385527146,0.09828823225392364,0.0,0.03,0.04223071355447435,1.452745281134527e-12,0.06313707521508291,0.0,0.03,0.15172595237332853
580,male,adult,male-adult,0,0.00025851625985649166,0.30805082277645945,1.0,0.4,0.10330885402875846,6.50781383906453e-14,0.2521674807073003,0.0,0.31,0.22968966050595355
138,male,adult,male-adult,1,3.550971067820236e-07,0.050397876008107224,1.0,0.28,0.021333082765783214,2.2815667874260403e-16,0.041683621119261674,0.0,0.23,0.12519460646287184
813,male,adult,male-adult,0,0.12636622087217847,0.7456650771107992,1.0,0.69,0.2190653695990634,3.602977658272533e-11,0.7971861464538897,1.0,0.59,0.15165182436972613
784,male,adult,male-adult,1,0.0014396437764138913,0.042211304931218316,0.0,0.17,0.00042494453333456674,3.8632412395643807e-13,0.029790894319522854,1.0,0.38,0.04892819919651361
943,male,adult,male-adult,1,0.0002827564613935769,0.03414752173991584,0.0,0.07,0.04372471927150504,3.3900798228651914e-13,0.02727341230808802,0.0,0.02,0.14446371663987226
561,male,youth,male-youth,0,0.9655040973143225,0.723466548699713,0.0,0.5,0.16932275262628912,1.0449004338817433e-08,0.7384377400788436,1.0,0.48,0.3778550558420597
793,male,adult,male-adult,1,0.26820216439298844,0.2559469109655261,1.0,0.32,0.022523169170670876,1.2735513167508697e-10,0.26400728117400457,1.0,0.29,0.2615686774243102
410,female,youth,female-youth,1,0.20996605007937666,0.3170091597855664,1.0,0.36,0.040917052334247084,1.2782877707280003e-10,0.2950141499743086,1.0,0.36,0.1975278813751335
636,female,adult,female-adult,1,7.62706326005252e-05,0.10942732048661409,0.0,0.06,0.1347221443928025,2.8538935711263706e-14,0.08883152098965345,1.0,0.07,0.14934568547947968
939,male,adult,male-adult,1,6.20896165437547e-06,0.011695578459308418,0.0,0.05,0.000264274337524324,1.3898128575112788e-15,0.007150383002744994,0.0,0.13,0.013808462526449633
19,male,adult,male-adult,1,0.00012372444758067732,0.06782316662766776,0.0,0.15,0.008440875513751637,3.6786997673709135e-14,0.04053414146119934,1.0,0.14,0.11125940295626302
575,female,youth,female-youth,1,0.8297683245350588,0.08375908748074332,0.0,0.17,0.015864946510845895,3.529177938454594e-09,0.07809247146761891,0.0,0.25,0.14972905700690226
322,male,adult,male-adult,1,0.13722461228617364,0.30550624636444046,0.0,0.3,0.10926748626132587,5.277527538630417e-11,0.3047107370152276,0.0,0.25,0.3260422331152408
191,male,adult,male-adult,0,0.9999999588780648,0.6706322745791586,0.0,0.55,0.1706794604858038,0.03748818949381573,0.7405115232623413,1.0,0.52,0.20424358024238187
670,male,adult,male-adult,1,0.0036922498991396185,0.05857458061975771,1.0,0.17,0.0074162222656067025,1.5269211515199658e-12,0.03834430950063475,1.0,0.18,0.0559733096253786
68,male,adult,male-adult,0,0.9999079362306178,0.36049689121461903,0.0,0.23,0.10493908884372218,6.106229569861537e-06,0.33231751276262794,0.0,0.24,0.3177887144192157
452,male,adult,male-adult,1,0.9997735527287375,0.088278885951539,0.0,0.24,0.008814332168392208,5.418940343608066e-06,0.07244950223235816,0.0,0.23,0.1033617010835897
26,male,adult,male-adult,1,0.9996717646378601,0.14129519578379002,0.0,0.37,0.051670933210536625,3.5016758532805698e-06,0.10460019088178185,0.0,0.34,0.2516320358816099
597,male,adult,male-adult,0,0.9999844264985,0.26539278249728604,0.0,0.35,0.00893730526707144,0.00019813312805565657,0.24232548929410536,0.0,0.33,0.13011919766374494
894,male,adult,male-adult,1,7.85675703642223e-05,0.024504675808411615,0.0,0.05,0.06580757949071864,3.117879431955924e-14,0.01225637745088467,0.0,0.01,0.06572543973091233
703,male,adult,male-adult,1,0.998111343536819,0.7274433086189945,0.0,0.46,0.14428957899646605,3.216137792227022e-07,0.7044055398522331,0.0,0.46,0.3144452952216795
621,male,adult,male-adult,0,0.04834764080313263,0.2365054097987813,0.0,0.19,0.08640515206193518,2.1752138593000895e-11,0.1623700478360973,0.0,0.2,0.19411683964458265
423,male,adult,male-adult,1,0.004761230948659037,0.05488140319608487,1.0,0.13,0.09985403579584214,1.8516392757383516e-12,0.03377072255261512,0.0,0.11,0.08078318541905832
807,male,adult,male-adult,1,2.3598593504350935e-06,0.011018045181808956,0.0,0.02,0.032089065582824365,5.244102338554599e-15,0.00657482218764706,0.0,0.06,0.03887463142886095
211,female,adult,female-adult,1,0.0001895044153197192,0.021524235749209912,0.0,0.03,0.014807200784655779,9.850108662333724e-14,0.02087212790402678,0.0,0.1,0.021350142134031996
933,male,adult,male-adult,1,1.2876100214120188e-05,0.018014509087128285,0.0,0.09,0.02802631854485984,5.041910630560293e-15,0.010550391627269782,0.0,0.07,0.07241608912744336
173,male,adult,male-adult,1,2.9459591524395564e-21,0.17457582206687025,0.0,0.1,0.045237496267725545,2.7229829966374978e-14,0.1890839487030972,0.0,0.11,0.2928381334434713
552,male,adult,male-adult,0,0.00043700961920256734,0.27430779352677626,0.0,0.42,0.011131375045416553,1.2953259090841729e-13,0.3499161718147814,1.0,0.47,0.04971915704280117
704,female,adult,female-adult,1,0.9453017169714083,0.5818678602512232,0.0,0.55,0.0934496833374185,9.279315974783326e-09,0.5657362648691592,1.0,0.47,0.33006055944595525
734,female,adult,female-adult,1,0.0010671389869453404,0.04229485591320056,0.0,0.03,0.007385197303362409,4.809531414930536e-13,0.0315416451686022,0.0,0.05,0.14046088102326212
776,male,adult,male-adult,1,0.004130200485071843,0.1301052955813457,0.0,0.12,0.01900035904513327,1.4336186187411483e-12,0.09398097215963748,0.0,0.08,0.050994333482446204
381,female,adult,female-adult,0,0.9966137047265873,0.29790954465070846,0.0,0.57,4.6351344530207313e-07,2.059159324966152e-06,0.4003362904065286,1.0,0.52,0.0747918034651917
990,male,adult,male-adult,1,0.03330602572028568,0.04793700724517812,0.0,0.09,0.019149399663821016,1.92547030356488e-11,0.03247003336396363,0.0,0.06,0.12706190069513468
525,male,adult,male-adult,1,0.08601975156848268,0.3793661946796807,1.0,0.45,0.00032111051825693985,4.807098406447432e-11,0.34732798370661433,0.0,0.38,0.11488204166166856
41,male,adult,male-adult,1,0.003075817434251813,0.25374865924237816,1.0,0.42,0.09220999216143924,1.162779188347159e-12,0.17858298585451188,1.0,0.32,0.3453563608129418
1,female,youth,female-youth,0,0.6687745634838931,0.5193885853536045,1.0,0.45,0.02718477885894692,1.700343757163122e-09,0.5906313472361993,1.0,0.51,0.07540486470621051
95,male,adult,male-adult,0,0.9999999999997797,0.9245783255122274,1.0,0.78,1.3200531828476804e-06,0.9997267681869787,0.9545498012721934,1.0,0.8,0.08183231709201437
247,male,adult,male-adult,1,1.706956917835152e-11,0.5146074476220326,0.0,0.32,0.1437339233112746,0.0007650880922992523,0.5331484201530337,0.0,0.35,0.5873232532689645
903,male,adult,male-adult,1,0.0008213154018045365,0.051492080147359336,0.0,0.04,0.0514161426480497,3.2774518527326457e-13,0.03345758362520296,0.0,0.04,0.11537877411331578
142,male,adult,male-adult,1,0.7749568261606449,0.6474604486290255,1.0,0.54,0.0609489218470943,1.4528924848257924e-09,0.6276988329851736,0.0,0.4,0.3205496537464217
744,male,adult,male-adult,1,0.952087414079306,0.23184112234075188,1.0,0.46,1.5555422188588527e-06,3.2977139156516896e-09,0.2171078311620425,0.0,0.33,0.021816956126016886
409,male,adult,male-adult,0,1.3238385932749736e-06,0.06316572368701595,0.0,0.17,0.062426402009574986,1.176446868132858e-15,0.05008867722159653,0.0,0.13,0.14160071590514395
641,male,adult,male-adult,1,0.9945968798170635,0.3735080394875724,0.0,0.36,0.05589142326879101,1.6949617391299513e-07,0.31366463761172203,0.0,0.38,0.2768207925664894
931,female,youth,female-youth,0,0.4824054200811113,0.3768119567758436,0.0,0.27,0.04315028774558355,4.2920630274407585e-10,0.31412797763892064,0.0,0.29,0.45165481494624576
106,male,adult,male-adult,0,0.9999016808013412,0.22567615204760136,1.0,0.3,0.000263358977438309,6.319496022101998e-06,0.16420159674384505,1.0,0.19,0.15768472699404334
300,female,adult,female-adult,1,0.27617958599614495,0.03654710603238218,0.0,0.14,0.023188373521415798,2.168628558430261e-10,0.027993424830533405,0.0,0.14,0.15385060809880288
913,male,adult,male-adult,1,7.774629856647986e-07,0.022531358030718304,1.0,0.09,0.012792717884214164,1.867361701802676e-16,0.015234201659294977,0.0,0.07,0.10317217070442122
273,male,adult,male-adult,0,0.21588916000412012,0.33138929921226057,1.0,0.45,0.1520881011737602,1.6080221239375507e-10,0.3735923872816339,1.0,0.38,0.06568609066338342
786,male,adult,male-adult,1,0.00011933293077985157,0.07044296442065555,0.0,0.08,0.009541735797338729,3.584146314505163e-14,0.045640651126550365,0.0,0.11,0.10631855424112906
143,male,youth,male-youth,0,0.711806697839864,0.5246591571906418,0.0,0.52,0.07547519141802746,9.99419017674124e-10,0.46140370909456185,0.0,0.2,0.40953845609432377
391,female,youth,female-youth,1,0.00013919123980181164,0.13591574291163286,0.0,0.27,0.10180847399813665,3.4984897186668094e-14,0.1443357383572108,0.0,0.34,0.1928972084996338
186,female,adult,female-adult,0,0.9998327514628909,0.2951450472781899,0.0,0.37,0.0009318277082929846,5.523614561989156e-06,0.3249327315421421,1.0,0.35,0.26652384421539993
503,male,adult,male-adult,0,0.7251027949378424,0.34425269288248794,1.0,0.41,0.24817843489531427,1.162566196578401e-09,0.27037502011651754,1.0,0.4,0.42261839286542074
430,male,adult,male-adult,1,0.00583951011803884,0.025299077538509192,1.0,0.07,0.0016913585833251688,2.547336690521708e-12,0.0206330725865238,1.0,0.07,0.10690632067031972
232,male,adult,male-adult,1,0.0050546513370449166,0.06178157807423813,0.0,0.11,0.056764509035106214,2.1771235704959817e-12,0.04475764465964024,0.0,0.03,0.28299322075847777
53,male,adult,male-adult,1,6.469491435122108e-06,0.026724032885575427,0.0,0.12,0.013930002842752061,1.9147763945118006e-15,0.015936080163353787,0.0,0.11,0.0617503322110264
487,female,adult,female-adult,1,0.99807215679993,0.23999787402002495,0.0,0.2,0.0037715507634073662,4.1216869282103717e-07,0.2661041505493972,1.0,0.2,0.19411683960306436
673,male,youth,male-youth,1,6.891564861794423e-05,0.07487636786539029,0.0,0.05,0.016611518059325668,2.5218421285195058e-14,0.049969539380778374,0.0,0.11,0.15897558161045647
868,male,adult,male-adult,1,0.03144110406741482,0.12803143412700915,0.0,0.23,0.0006654593164666747,9.525345065251205e-12,0.10456595477327679,0.0,0.26,0.03973337360798561
406,male,adult,male-adult,1,5.439686658556402e-07,0.011581026854739537,0.0,0.01,0.02342759050647702,1.680485199271353e-16,0.006378776116818207,0.0,0.0,0.031225767924494316
494,male,adult,male-adult,1,2.5575502692552664e-17,0.477326086306649,1.0,0.17,0.09068263269744949,4.631392001497165e-10,0.5095269259748992,0.0,0.12,0.3262342279731465
362,female,adult,female-adult,1,0.8044437393886611,0.5210123106257926,0.0,0.32,0.030729836980640978,2.317889136193892e-09,0.47130361471910576,0.0,0.3,0.34052561114492597
343,male,adult,male-adult,1,0.9997603569850106,0.40602520329412894,1.0,0.36,0.007124982268504652,2.57783320336842e-06,0.3448035719535852,0.0,0.35,0.3773290592564798
405,male,youth,male-youth,0,0.4211793466316127,0.31002286581672395,1.0,0.28,0.20626766193044227,2.864616133360373e-10,0.2430183384744559,0.0,0.32,0.3089674647294577
512,male,adult,male-adult,1,0.03263887050243015,0.14753545139080873,0.0,0.15,0.00931712893394101,1.2820035157445081e-11,0.13597316370250737,0.0,0.2,0.1648272846561496
255,male,adult,male-adult,1,0.5078784721669772,0.5081863061520396,1.0,0.25,0.0566564926107411,3.0858354897165106e-10,0.5201256513628697,0.0,0.29,0.03773838227191908
989,male,adult,male-adult,1,0.05370911249549252,0.33349015708902885,1.0,0.38,0.19340318309382554,2.3353384063859388e-11,0.2629607917126744,0.0,0.36,0.19983627557202419
655,male,youth,male-youth,1,0.9974766464316038,0.53525131598011,0.0,0.45,0.0063489354070939185,2.0472021054600616e-07,0.5637673212147997,0.0,0.39,0.4603201474872392
253,male,adult,male-adult,1,0.02062183375476188,0.09896137977383922,0.0,0.27,0.013093334951036413,8.981246311355692e-12,0.07643763020096185,0.0,0.2,0.05862178373418433
855,male,adult,male-adult,1,0.015777077540991703,0.11101777886096902,0.0,0.1,0.08100661470620513,5.922586087250269e-12,0.07421153914936497,0.0,0.06,0.14975475665043225
749,male,adult,male-adult,1,5.97854953731395e-05,0.052600413552138986,0.0,0.04,0.013013461547417395,1.981770649694821e-14,0.039509449639291455,0.0,0.02,0.11031441674310119
651,male,adult,male-adult,0,0.46188610295626237,0.3992764424365595,0.0,0.38,0.05325290448142343,3.9267648378426416e-10,0.3598851063435442,0.0,0.37,0.3233993234033731
571,male,adult,male-adult,1,0.6814842587163049,0.15255004964036978,0.0,0.04,0.003612314392475992,9.896438163982897e-10,0.12879530414235524,0.0,0.15,0.10808375959178287
971,male,adult,male-adult,1,0.11539637760107879,0.138264295564118,0.0,0.26,0.0001808669126515959,3.982131396442889e-11,0.11269694563525468,0.0,0.27,0.06304893734793149
216,male,adult,male-adult,1,0.9999997624531962,0.721346081201182,1.0,0.52,0.06290110516148319,0.004585280879296568,0.6637695353638863,0.0,0.52,0.551486822838388
611,female,adult,female-adult,0,0.06722809423329547,0.12504923242029348,0.0,0.17,0.05172756312817693,2.9373044576645064e-11,0.13109168677668578,0.0,0.24,0.3134716008277453
28,male,adult,male-adult,1,9.140635580695882e-05,0.18258400458170823,0.0,0.11,0.014695646747522958,2.3277249476068935e-14,0.16426120552082332,0.0,0.13,0.2577750569096678
633,female,youth,female-youth,0,0.9940740847677825,0.1996382448159263,1.0,0.2,0.026659898154640534,1.2069974673213888e-07,0.1923367952359529,1.0,0.24,0.276485271599272
731,male,youth,male-youth,0,0.6177374420540013,0.3989321677807159,1.0,0.33,0.10893467917386865,6.363427874249727e-10,0.3760112810011191,0.0,0.28,0.2569797309600335
644,male,adult,male-adult,1,0.06354436967778548,0.27629547388477327,0.0,0.25,0.1639222764551273,2.913651114631834e-11,0.19681951429297484,0.0,0.16,0.2755997199592564
370,male,adult,male-adult,1,0.002729345159365166,0.11904292696643827,0.0,0.14,0.028811064160303865,8.606405932331387e-13,0.09118341574689717,0.0,0.11,0.05221520926561255
654,male,adult,male-adult,1,8.997907376716919e-06,0.03769717353395061,0.0,0.01,0.03132410792339361,2.860048283098013e-15,0.023653716549785143,0.0,0.0,0.05407620815166843
806,male,adult,male-adult,1,1.1027422428125423e-17,0.16921827365562753,0.0,0.22,0.11719221330115444,1.8888582522275896e-10,0.1795054246462429,0.0,0.33,0.39128806653861375
483,female,adult,female-adult,1,1.1720740755332064e-06,0.05038843679888603,0.0,0.14,0.12746731890106866,3.078770225271972e-16,0.04217336306766701,0.0,0.08,0.07941747118042414
234,male,adult,male-adult,1,7.604199825214989e-05,0.01671158725650362,0.0,0.05,0.04503674105350573,8.978853535565757e-14,0.012945519600829649,0.0,0.01,0.1297835679374903
261,female,adult,female-adult,1,0.5212434656861442,0.5234590237989627,1.0,0.65,0.09631144324943303,5.257158568126392e-10,0.5368736582215008,1.0,0.58,0.30407676956848106
637,male,youth,male-youth,1,0.9980787303554585,0.2559805472427553,0.0,0.42,1.261652576036877e-06,1.0901065546613821e-07,0.2721108426547403,1.0,0.36,0.007155509855386053
380,male,adult,male-adult,1,0.026945554937019257,0.16437924237286825,0.0,0.27,0.03623856506421983,1.0082518105361409e-11,0.11696330161391766,0.0,0.26,0.21408477905020581
292,female,adult,female-adult,1,0.1242584898623083,0.1881222260174199,0.0,0.16,0.0010503154704869337,1.0954491176832431e-10,0.23561142521774495,0.0,0.11,0.09588999555065153
898,female,adult,female-adult,1,0.0019823471529082154,0.025817805145484086,0.0,0.17,0.023395462729734976,8.658225250049746e-13,0.027357558897248353,0.0,0.19,0.069951685472238
67,male,youth,male-youth,1,4.847757640426276e-05,0.38326127252936276,1.0,0.46,0.1346432022090602,1.1717643988469726e-14,0.31375786770245956,0.0,0.27,0.34012847419590897
209,male,adult,male-adult,1,1.0717065551388036e-25,0.017904673074871088,0.0,0.1,0.04864592150757828,7.285364454059491e-19,0.01811785270791518,0.0,0.01,0.08164595475437347
676,male,adult,male-adult,1,0.006191172856277094,0.0858462262773696,0.0,0.09,0.001247674087587694,2.156213591757434e-12,0.06013071583499584,0.0,0.08,0.06914586884726164
458,female,adult,female-adult,1,0.03281093327384133,0.5159803480439279,0.0,0.31,0.25210558892744844,7.0358883559842265e-12,0.48685604302331786,0.0,0.36,0.6000506987465805
451,female,adult,female-adult,1,0.00602511223238898,0.07448239498569437,1.0,0.11,0.09558068042281255,2.6253523773253223e-12,0.05332339512289217,0.0,0.12,0.24014732370062405
246,male,adult,male-adult,1,0.00024071707312655827,0.02995709657063985,0.0,0.04,0.04066510487932778,2.922806622976269e-13,0.023721491688533713,0.0,0.07,0.09668314421914198
538,male,adult,male-adult,0,0.9999551594213086,0.9170433974572108,1.0,0.7,0.002133605353889512,2.4223126220671483e-05,0.9569139968153302,0.0,0.55,0.226318902189027
914,male,adult,male-adult,0,0.9999955508151606,0.8437122722473137,0.0,0.83,0.057405054426434315,0.0001539013611942832,0.8275311266081553,1.0,0.65,0.3821178460394569
21,male,adult,male-adult,1,0.016297178671304872,0.24265225098903803,0.0,0.2,0.01140720362137928,6.332248146865768e-12,0.22927286894114873,0.0,0.23,0.30649031492916
631,male,adult,male-adult,0,0.9999911498456284,0.8104145304586564,0.0,0.73,0.15278892864344729,7.941043819776182e-05,0.7730065526003723,1.0,0.59,0.5575625352925824
938,male,adult,male-adult,0,0.9999863617937041,0.8349745011470654,1.0,0.72,0.030184755054434555,2.2526939507920972e-05,0.8691696688968269,1.0,0.65,0.1730465438121326
606,male,adult,male-adult,1,0.019066755181496302,0.09432560996473119,1.0,0.21,0.0052813102297650195,7.504042554110676e-12,0.06243522803695542,0.0,0.19,0.0808984576983083
145,male,adult,male-adult,1,0.9999499816909008,0.7562618448590406,0.0,0.52,0.29913674801106777,1.8736044450557393e-05,0.780040797573434,0.0,0.56,0.16370079970968296
754,male,adult,male-adult,0,0.030775845365883098,0.09213371744763396,0.0,0.21,0.026523830093054594,1.6988260811670512e-11,0.07617961443910955,0.0,0.15,0.17702801543573846
421,male,adult,male-adult,1,0.0004092204560952957,0.2013684296199707,0.0,0.26,0.039921368104533325,1.4791992238915548e-13,0.15327830111860447,0.0,0.27,0.21696143598923492
830,male,adult,male-adult,1,0.00283522442895932,0.179796117967559,0.0,0.32,0.027625083475742402,1.0246171176526303e-12,0.10573290598968112,1.0,0.33,0.12180284994745844
850,male,adult,male-adult,0,2.924365892912021e-19,0.7311541014597339,1.0,0.5,0.10457633717798774,2.629087337629598e-12,0.761565932522383,1.0,0.36,0.37600555248295914
563,male,adult,male-adult,0,0.9961774290542984,0.37633802027042207,0.0,0.4,6.163810520283993e-06,6.187123442603169e-08,0.3902334834950301,0.0,0.34,0.07075957529219672
653,male,adult,male-adult,0,0.33760763979131947,0.42193897401309205,0.0,0.27,0.0004865651581202675,1.4674294581421044e-09,0.3817672550549555,0.0,0.3,0.03561897320715132
766,male,adult,male-adult,0,0.8855825964838295,0.4790433703910412,0.0,0.38,0.07150743414644192,3.3224183351737992e-09,0.5207741531337875,0.0,0.31,0.2194918546823838
659,male,adult,male-adult,1,0.45879776661903493,0.28403851167375466,1.0,0.39,0.0020656560482217156,2.602262667532148e-10,0.21656394698205192,1.0,0.35,0.28073949390339586
887,male,youth,male-youth,0,0.9999890664587604,0.7611929951268489,1.0,0.8,8.80115943416152e-07,3.6022139161354215e-05,0.8109056576404154,1.0,0.87,0.04710832576282983
297,male,adult,male-adult,1,2.7629972673904575e-17,0.08419831531456844,0.0,0.2,0.041498004599050904,6.07454554799447e-10,0.08142120758707645,0.0,0.14,0.19675181608822195
505,male,adult,male-adult,0,1.0317050384458655e-06,0.048309218608379514,0.0,0.14,0.013369846357200614,2.449171874641552e-16,0.03782045246615983,0.0,0.08,0.08440082895750603
110,male,adult,male-adult,1,0.8758508958636874,0.3689343314581846,0.0,0.35,0.07628338381953957,3.854279148204738e-09,0.31102838981239783,0.0,0.4,0.41909332799361365
74,male,adult,male-adult,0,0.981153366325616,0.3800376003220459,1.0,0.39,0.20160199358835645,2.2823206361401048e-08,0.34711965167780245,0.0,0.42,0.25150394209784466
0,male,adult,male-adult,1,0.00131063615516752,0.05703853164750135,0.0,0.09,0.03285978604593653,6.132158964427258e-13,0.041510353792984726,0.0,0.13,0.1578528206255016
921,male,adult,male-adult,1,0.17114905909510497,0.31023570853277727,1.0,0.45,1.683769533658588e-05,2.5790482521403257e-10,0.3417709472719098,1.0,0.41,0.018451369058762854
455,female,adult,female-adult,1,0.004774622727530573,0.14306093555622648,0.0,0.19,0.05121061880154816,1.992725924793453e-12,0.13325693475124187,0.0,0.16,0.16941376600391156
